"id","type","original_language","post_date","published","updated_date","location_name","address1","address2","city","province","postal_code","country","tags","featured","hidden","files","links","photos","videos","audio","latitude","longitude","reviewed_by","reviewed_at","verified","orginal_entry_id","friendly_id","recruitment_method","level_polarization","typical_purposes","facetoface_online_or_both","method_types","public_spectrum","open_limited","number_of_participants","scope_of_influence","participants_interactions","decision_methods","if_voting","facilitators","level_complexity","purpose_method","completeness","collections"
530,"method","en","2012-02-26 00:00:00",True,"2020-06-30 00:00:00","","","","","","","","{}",False,False,"{}","{""(https://www.nmun.org/,\""\"",\""National Model UN\"")"",""(https://www.researchgate.net/profile/Daniel_Mcintosh2/publication/229658525_The_Uses_and_Limits_of_Model_United_Nations_in_an_International_Relations_Classroom/links/59fcc1090f7e9b9968beea7e/The-Uses-and-Limits-of-Model-United-Nations-in-an-International-Relations-Classroom.pdf,\""Daniel Mcintosh\"",\""Journal Article - The Uses and Limits of Model United Nations in an International Relations Classroom\"")"",""(https://journals.sagepub.com/doi/abs/10.1177/1046878195261003?casa_token=fud6AU-6n4wAAAAA:RmMKda_v1mVTmjES5ZUg4Bc38aQ5QmEND475qqbyUsyE-iy_r0VC15cpoksIE0PvI1qLufV0S2FtXQ,\""James P. Muldoon Jr.\"",\""Journal Article - The Model United Nations Revisited\"")"",""(https://www.un.org/en/mun/model-un-guide,\""United Nations\"",\""UN: Model UN Guide\"")"",""(https://unausa.org/model-un/,\""UN Association of the USA\"",\""UNAUSA: Model UN\"")"",""(https://www.tandfonline.com/doi/full/10.1080/15512169.2016.1250644?casa_token=UAw5onOpiTMAAAAA%3Av2kwL-KvwfJbDSrz7KgyVIN0yh77vTeb6AZSIZFwXT_VtLLoKEqe0e297Kx99DHhRMQWvUBBVHefsQ,\""Susan Engel, Josh Pallas, & Sarah Lambert\"",\""Journal Article - Model United Nations and Deep Learning: Theoretical and Professional Learning\"")"",""(https://www.tandfonline.com/doi/full/10.1080/14650045.2012.742066,\""Jason Dittmer\"",\""Journal Article - Humour at the Model United Nations: The Role of Laughter in Constituting Geopolitical Assemblages\"")"",""(https://journals.sagepub.com/doi/pdf/10.1177/0037550086172002?casa_token=XIbsMOezNZYAAAAA:VA3ZG0IhkorJS4lMz2h4lrVyqtNZsrRggOEXcOa3kaeFyPBGvuf9xnaWJ2n-fx6fQJLTHgU77z5Kdg,\""William Hazleton and Ronald P. Mahurin\"",\""Journal Article - External Simulations as Teaching Devices: The Model UN\"")""}","{""(https://s3.amazonaws.com/participedia.prod/ded2dd03-9d28-4400-9cf2-c34c45e30ac8,https://www.nmun.org,NMUN,\""National Model United Nations\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"model-united-nations","appointment","moderate","{}","facetoface","{experiential,deliberative}","inform","both","{large,medium}","{multinational,national,regional}","{discussion,negotiation,express}","{voting,general}","{}","no","moderate","{develop}","complete","{}"
4862,"method","en","2017-04-03 00:00:00",True,"2021-02-02 00:00:00","","","","","","","","{}",False,False,"{}","{""(https://www.routledge.com/Design-for-Micro-Utopias-Making-the-Unthinkable-Possible/Wood/p/book/9780754646082,\""John Wood\"",\""Designing for Micro-utopias; thinking beyond the possible.\"")"",""(http://www.guerrillatranslation.org/2013/05/16/spains-micro-utopias-the-15m-movement-and-its-prototypes/,\""\"",\""Micro-Utopia: A theoretical and practical study of inhabiting the virtual\"")""}","{""(https://s3.amazonaws.com/participedia.prod/9ee45bae-397a-4841-93f1-855921b689fc,https://www.routledge.com/Design-for-Micro-Utopias-Making-the-Unthinkable-Possible/Wood/p/book/9780754646082,\""John Wood\"",\""Designing for Micro-utopias; thinking beyond the possible\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"micro-utopias","","","{}","both","{participatory,community}","","open","{no_limit}","{neighbourhood,city/town}","{informal,express}","{n/a}","{}","no","","{develop}","complete","{}"
6741,"method","it","2020-07-17 00:00:00",True,"2020-08-07 00:00:00","","","","","","","","{}",False,False,"{}","{""(\""http://www.tools4dev.org/resources/three-questions-to-ask-before-organising-a-capacity-building-workshop/#:~:text=Capacity%20building%20workshops%20are%20supposed%20to%20build%20people's%20capacity.&text=While%20workshops%20feel%20overused%20in,system%20improvements%20are%20often%20underused.\"",\""Dr. Piroska Bisits Bullen\"",\""Three questions to ask before organising a capacity building workshop\"")""}","{""(https://s3.amazonaws.com/participedia.prod/081bb071-0b02-4db3-8098-cc655a4949a7,\""http://www.tools4dev.org/resources/three-questions-to-ask-before-organising-a-capacity-building-workshop/#:~:text=Capacity%20building%20workshops%20are%20supposed%20to%20build%20people's%20capacity.&text=While%20workshops%20feel%20overused%20in,system%20improvements%20are%20often%20underused.\"",tools4dev,\""Capacity-building workshop\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,NULL,"","","{}","facetoface","{collaborative,community,informal}","","","{small,medium}","{city/town}","{discussion,express,informal}","{idea}","{}","yes","","{develop}","stub","{}"
12606,"method","en","2023-06-18 20:57:55.615248",False,"2023-06-18 20:57:55.615248","","","","","","","","{}",False,False,"{}","{}","{}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,NULL,"","","{}","online","{community}","inform","","{}","{}","{}","{}","{}","","","{}",NULL,"{}"
5058,"method","en","2017-09-23 00:00:00",True,"2020-08-04 00:00:00","","","","","","","","{}",False,False,"{}","{""(https://www.ecologieurbaine.net/fr/boutique-en-ligne/detail/guide-urbanisme-participatif/17644,\""Centre d'écologie urbaine de Montréal\"",\""Guide Urbanisme Participatif\"")""}","{""(\""https://s3.amazonaws.com/participedia.prod/e04833cd-e02d-40c6-9f35-b4d69e178dd5-Planning participants work together to redesign an old toll road in North Jakarta\"",https://www.designother90.org/wp-content/uploads/2012/11/sdc10690.jpg,\""Mercy Corps\"",\""Planning participants work together to redesign an old toll road in North Jakarta\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"participatory-urban-planning","","moderate","{}","both","{planning,collaborative,community}","involve","open_to","{small,medium}","{neighbourhood,city/town,regional}","{discussion,ask}","{idea,general}","{}","yes","moderate","{make,make_influence}","stub","{}"
6785,"method","en","2020-07-28 00:00:00",True,"2020-08-07 00:00:00","","","","","","","","{}",False,False,"{}","{""(https://www.everyday-democracy.org/resources/ripple-effects-mapping-evaluating-community-engagement,\""\"",\""Everyday Democracy - Ripple Effects Mapping for Evaluating Community Engagement\"")""}","{""(https://s3.amazonaws.com/participedia.prod/9b9320c4-fe5d-407b-a5e4-4aa40c26aaa9,https://www.everyday-democracy.org/resources/ripple-effects-mapping-evaluating-community-engagement,\""Everyday Democracy\"",REM)""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"ripple-effect-mapping","","","{}","facetoface","{collaborative}","","","{small}","{}","{storytelling,discussion,ask}","{}","{}","yes","","{}","complete","{}"
7172,"method","en","2020-12-04 00:00:00",True,"2020-12-05 00:00:00","","","","","","","","{}",False,False,"{""(https://s3.amazonaws.com/participedia.prod/998ab656-7d42-4353-bc41-4f94cc94b209,\""\"",\""\"",\""\"")""}","{}","{""(https://s3.amazonaws.com/participedia.prod/152065a6-9582-4738-948a-a4dc11c4ef02,https://www.japanpolicyforum.jp/society/pt20191113182117.html,\""Discuss Japan\"",futuredesign.jpg)""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"future-design","random","polarized","{}","facetoface","{deliberative,research,planning}","","limited","{medium}","{neighbourhood,city/town,regional}","{acting,discussion,negotiation}","{general,voting}","{}","yes","high","{}","stub","{}"
5415,"method","en","2010-05-31 00:00:00",True,"2020-07-10 00:00:00","","","","","","","","{}",False,False,"{}","{""(https://lsgkerala.gov.in/,\""Local Self Government Department, Developed by Information Kerala Mission\"",\""Official Web Portal of Kerala Local Government\"")""}","{""(https://s3.amazonaws.com/participedia.prod/fd1e26d7-08be-4545-acd6-48c9729b8eda_dc-Cover-ti8o39j4iaptvmcic2kdfldho2-20161115012817.Medi.jpeg,http://www.chimadanapoonatgp.appr.gov.in/,\""\"",\""Kerala Gram Sabha Planning & Budgeting\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"kerala-panchayati-raj-annual-planning-budgeting-cycle","","moderate","{}","facetoface","{public,planning,community}","","open","{small,medium}","{neighbourhood,city/town}","{discussion,express}","{idea}","{}","yes","moderate","{develop,make}","partial_content","{}"
4796,"method","en","2017-02-08 00:00:00",True,"2019-12-30 00:00:00","","","","","","","","{}",False,False,"{}","{""(\""http://www.proworkproject.com/prowork/future-workshop.html  \"",\""\"",\""\"")"",""(http://tinyurl.com/yypfjkyw,\""\"",\""Participatory Design: Principles and Practices - Future Workshop\"")""}","{""(https://s3.amazonaws.com/participedia.prod/0aba4954-0e31-4bd2-96a8-4de5bcddcffa_future-workshop.png,\""https://tinyurl.com/y5hdn94a \"",\""\"",\""Future Workshop\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"future-workshop","","","{}","","{deliberative,planning,collaborative}","collaborate","limited","{small}","{city/town,neighbourhood}","{discussion}","{}","{}","yes","","{make}","partial_content","{}"
6256,"method","en","2019-11-07 00:00:00",True,"2020-08-10 00:00:00","","","","","","","","{}",False,False,"{}","{""(https://www.ascoltoattivo.net/progetti/progettazione-partecipata/compostaggio-e-arte-di-ascoltare/,\""Ascolto Attivo SrL\"",\""Ascolto Attivo - Percorso partecipativo impianti di compostaggio a Roma\"")""}","{""(https://s3.amazonaws.com/participedia.prod/d9dcecce-6c46-46a6-b8d9-46005475d268,https://www.ascoltoattivo.net/progetti/progettazione-partecipata/compostaggio-e-arte-di-ascoltare/,\""Ascolto Attivo SrL\"",\""\""\""Marianella Sclavi durante l’incontro presso il Parco della Cellulosa (16-11-2018)\""\""\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"378832","appointment","high","{}","facetoface","{informal,experiential,deliberative}","","open","{individuals,small,no_limit}","{}","{ask,express}","{opinion}","{}","yes","moderate","{make}","partial_content","{}"
6095,"method","en","2019-09-22 00:00:00",True,"2020-11-18 00:00:00","","","","","","","","{}",False,False,"{""(\""https://s3.amazonaws.com/participedia.prod/de57c016-2b78-47f8-a52e-199596b859ba-Ford Foundation: Participatory Grantmaking.pdf\"",https://www.fordfoundation.org/media/3599/participatory_grantmaking-lmv7.pdf,\""Ford Foundation\"",\""Gibson_2017_Participatory Grantmaking: Has its Time Come?\"")""}","{""(https://histphil.org/2019/08/15/the-historical-case-for-participatory-grantmaking/?fbclid=IwAR2ltokHhuKfxJ1yb--izOvoKkqEg92hv9yXS3ASJkKBypAxwoLdHJ4MDBs,\""Cynthia Gibson and HistPhil\"",\""Gibson_2019The Historical Case For Participatory Grantmaking\"")""}","{""(\""https://s3.amazonaws.com/participedia.prod/dc317844-6da4-4979-bb1f-fdd01c078ef1-The With and For Girls Collective gives recipients the final say on where funding goes.jpg\"",https://thumbor.forbes.com/thumbor/960x0/https%3A%2F%2Fblogs-images.forbes.com%2Fbonniechiu%2Ffiles%2F2019%2F03%2F36427272461_6afcbbd307_k-1200x674.jpg,Forbes,\""The With and For Girls Collective gives recipients the final say on where funding goes.jpg\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"644092","","","{}","facetoface","{collaborative,community,internal}","","","{}","{}","{}","{}","{}","","","{}","stub","{6492}"
6888,"method","it","2020-08-27 00:00:00",True,"2021-02-07 00:00:00","","","","","","","","{}",False,False,"{}","{""(https://onlinelibrary.wiley.com/doi/abs/10.1002/pfi.181,\""Cheryl A. Dunlap\"",\""Effective evaluation through appreciative inquiry\"")"",""(https://journals.aom.org/doi/abs/10.5465/ame.2004.14776170,\""Edward H. Powley, Ronald E. Fry, Frank J. Barrett and David S. Bright\"",\""Dialogic democracy meets command and control: Transformation through the Appreciative Inquiry Summit\"")"",""(http://ifai-appreciativeinquiry.com/wp-content/uploads/2017/07/Appreciative-Inquiry-Theory-and-Critique.pdf,\""Gervase R. Bushe Ph.D.\"",\""Appreciative Inquiry: Theory and Critique\"")"",""(http://www.tapin.in/Documents/2/Appreciative%20Inquiry%20-%20Positive%20Revolution%20in%20Change.pdf,\""David L. Cooperrider (Case Western Reserve University) and Diana Whitney (The Taos Institute)\"",\""A Positive Revolution in Change: Appreciative Inquiry \"")"",""(https://onlinelibrary.wiley.com/doi/abs/10.1002/ev.96,\""Anne T. Coghlan  Hallie Preskill  Tessie Tzavaras Catsambas\"",\""An overview of appreciative inquiry in evaluation\"")"",""(https://www.ngobg.info/bg/documents/49/756whatisai.pdf,\""Joe Hall and Sue Hammond\"",\""What is Appreciative Inquiry?\"")"",""(https://search.proquest.com/openview/cc154637d5ea5da226e7bc6eca015f31/1?pq-origsite=gscholar&cbl=36482,\""Toby Marshall Egan; Lancaster, Cynthia M.\"",\""Comparing Appreciative Inquiry to Action Research: OD Practitioner Perspectives\"")""}","{""(https://s3.amazonaws.com/participedia.prod/ee69f9e0-75d7-4427-a56e-102d9c881ecb,https://i1.wp.com/myhomelife.uws.ac.uk/scotland/wp-content/uploads/2014/07/appreciative-inquiry.png?w=2280,\""Dewar 2014\"",\""Appreciative Inquiry Model\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,NULL,"","high","{}","facetoface","{collaborative,community,deliberative}","collaborate","open","{}","{organization,neighbourhood,city/town}","{discussion}","{idea,general,voting}","{preferential}","yes","high","{make,make_influence,develop}","partial_content","{}"
12970,"method","en","2023-12-12 02:59:05.907032",False,"2023-12-12 02:59:05.907032","","","","","","","","{}",False,False,"{}","{}","{}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,NULL,"","","{}","","{}","","","{}","{}","{}","{}","{}","","","{}",NULL,"{}"
7083,"method","en","2020-09-30 00:00:00",True,"2021-02-16 00:00:00","","","","","","","","{}",False,False,"{}","{}","{""(https://s3.amazonaws.com/participedia.prod/2de2a7d9-8d45-4444-b31b-705384bf92b5,https://foodarc.ca/our-approach-food-security/participatory-action-research,FoodArc,\""FoodArc Participatory Action Research Project\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"action-research","","","{}","both","{collaborative,deliberative,research}","","open","{no_limit}","{organization,neighbourhood}","{discussion,storytelling}","{general}","{}","","high","{}","complete","{}"
7013,"method","en","2020-09-24 00:00:00",True,"2020-09-24 00:00:00","","","","","","","","{}",False,True,"{}","{""(https://fullmovievenue.com/mulan,\""\"",\""CLICK HERE TO WATCH NOW FULL MOVIE\"")""}","{}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,NULL,"","","{}","online","{public}","","","{}","{}","{}","{}","{}","","","{}","","{}"
7156,"method","it","2020-10-30 00:00:00",True,"2021-01-28 00:00:00","","","","","","","","{}",False,True,"{""(https://s3.amazonaws.com/participedia.prod/8b55d0ec-10e6-4b0b-80ec-b2caa761ce5d,\""\"",\""matteo pazzi \"",infinitoall'infinito_bozza_esperienza.pdf)"",""(https://s3.amazonaws.com/participedia.prod/d6b7b8e0-14dc-4d37-8234-485dfbd5963e,\""\"",\""\"",infinitoall'infinito_bozza_esperienza.pdf)""}","{}","{}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,NULL,"","","{}","both","{experiential}","","","{}","{}","{}","{}","{}","","","{}","","{}"
13206,"method","en","2024-03-20 19:18:33.711924",False,"2024-03-20 19:18:33.711924","","","","","","","","{}",False,False,"{}","{}","{}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,NULL,"","","{}","","{}","","","{}","{}","{}","{}","{}","","","{}",NULL,"{}"
457,"method","en","2011-12-30 00:00:00",True,"2021-07-08 00:00:00","","","","","","","","{}",False,False,"{}","{""(https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2774214/,\""Patricia A. Holkup, Toni Tripp-Reimer, Emily Matt Salois, and Clarann Weinert\"",\""Journal Article - Community-based Participatory Research An Approach to Intervention Research With a Native American Community\"")""}","{""(https://s3.amazonaws.com/participedia.prod/b011bcbc-7984-438c-bc68-ebb0959554d2_10425446_751891061594317_1132723113705582460_n.jpg,\""http://bit.ly/2WoSC39 \"",7Senses,\""Community-based Participatory Research\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"community-based-participatory-research","","","{direct_delivery_of_public_services_ie_by_entities_other_than_government,consultation_ie_to_advise_decision_makers}","both","{research,community,collaborative}","collaborate","","{medium,large}","{neighbourhood,city/town}","{}","{}","{}","no","","{develop,make}","stub","{}"
7167,"method","en","2020-11-26 00:00:00",True,"2021-01-28 00:00:00","","","","","","","","{}",False,False,"{}","{""(http://portaldosconselhos.curitiba.pr.gov.br/,http://imap.curitiba.pr.gov.br/,\""Portal dos Conselhos-Web Portal of Municipal Councils\"")""}","{""(https://s3.amazonaws.com/participedia.prod/7a6e071d-5d72-4514-8ae8-60b73165c592,http://portaldosconselhos.curitiba.pr.gov.br/,http://portaldosconselhos.curitiba.pr.gov.br/,\""Curitiba, Brazil.\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"portal-dos-conselhos-web-portal-for-municipal-policy-councils-in-curitiba-brazil","","","{}","facetoface","{evaluation}","","open","{no_limit}","{city/town}","{}","{n/a}","{}","no","","{}","stub","{}"
7165,"method","en","2020-11-25 00:00:00",True,"2021-02-07 00:00:00","","","","","","","","{}",False,True,"{}","{""(http://bit.ly/HIVinMOTIONsite,\""Owner and creator\"",\""This site contains key elements of the HIV in MOTION study and related studies such as the HIV tele-coaching Toronto Study. The site contains updates, learning materials, and other resources.\"")""}","{""(https://s3.amazonaws.com/participedia.prod/e3148303-c40d-4beb-a9db-c8dd7584ff6c,\""\"",\""\"",\""20 08 20 HIV IN MOTION_logo_1.png\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,NULL,"","","{}","online","{collaborative,experiential,research}","","","{}","{}","{}","{}","{}","","","{}","stub","{}"
13211,"method","en","2024-03-21 11:56:34.550083",False,"2024-03-21 11:56:34.550083","","","","","","","","{}",False,False,"{}","{}","{}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,NULL,"","","{}","","{}","","","{}","{}","{}","{}","{}","","","{}",NULL,"{}"
4601,"method","en","2016-10-03 00:00:00",True,"2020-11-29 00:00:00","","","","","","","","{}",False,False,"{}","{""(https://www.theguardian.com/news/datablog/2011/mar/28/demonstrations-protests-uk-list,\""The Guardian\"",\""Major UK Demonstrations and Protests Listed\"")"",""(https://ctb.ku.edu/en/table-of-contents/advocacy/direct-action/public-demonstrations/main,CTB,\""Community Tool Box - Organizing Public Demonstrations\"")""}","{""(https://s3.amazonaws.com/participedia.prod/93e3c17d-4285-4289-82f5-a7997f17135f,https://www.theguardian.com/news/datablog/2011/mar/28/demonstrations-protests-uk-list,\""Peter Macdiarmid/Getty Images\"",\""UK demonstrations and protests listed: Anti-cuts protesters march in London on 26 March 2011\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"demonstration","","","{}","facetoface","{protest}","","open","{large,no_limit}","{city/town,regional}","{}","{n/a}","{}","no","low","{make,make_influence}","stub","{}"
6507,"method","en","2020-05-11 00:00:00",True,"2020-05-24 00:00:00","","","","","","","","{}",False,False,"{}","{""(https://participatorymedicine.org/journal/evidence/case-studies/2014/05/22/lessons-learned-from-implementing-a-multi-year-multi-project-public-engagement-initiative-to-better-inform-governmental-public-health-policy-decisions/,\""Roger H. Bernier, PhD, MPH\"",\""Lessons Learned from Implementing a Multi-Year, Multi-Project Public Engagement Initiative to Better Inform Governmental Public Health Policy Decisions\"")"",""(https://participatorymedicine.org/journal/evidence/case-studies/2014/05/22/case-abstracts-of-a-multi-year-multi-project-public-engagement-initiative-to-better-inform-governmental-public-health-policy-decisions/,\""Roger H. Bernier, PhD, MPH and Caitlin Wills-Toker\"",\""Case Abstracts of a Multi-Year, Multi-Project Public Engagement Initiative to Better Inform Governmental Public Health Policy Decisions\"")"",""(https://participedia.net/case/6540,Participedia,\""Public Engagement Initiative to Better Inform Governmental Public Health Policy Decisions\"")""}","{""(https://s3.amazonaws.com/participedia.prod/f4f73d82-6d53-4e83-b61d-e08ee6bcf2e6,https://www.cdc.gov/flu/spotlights/2018-2019/decade-since-h1n1-pandemic.html,CDC,\""Influenza vaccine testing technology\"")"",""(https://s3.amazonaws.com/participedia.prod/e8348589-e730-451d-81b6-7d911c6844b3,\""\"",\""\"",\""Public Engagement Project on Vaccine Prioritization for Pandemic Influenza\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"50491","random","polarized","{}","facetoface","{deliberative,collaborative}","involve","open_to","{medium,large}","{national}","{discussion,ask,teachinginstructing}","{opinion,voting}","{dont}","yes","very_high","{make,academic}","partial_citations","{6501}"
5097,"method","en","2017-10-31 00:00:00",True,"2020-05-25 00:00:00","","","","","","","","{}",False,False,"{}","{""(https://healthydemocracy.org/cir/,\""Healthy Democracy\"",\""Webpage of Healthy Democracy\"")"",""(https://www.researchgate.net/profile/John_Gastil/publication/267856311_Evaluation_Report_to_the_Oregon_State_Legislature_on_the_2010_Oregon_Citizens'_Initiative_Review/links/574b7c4508ae2e0dd301a738.pdf,\""John Gastil\"",\""Evaluation report to the Oregon State Legislation on the 2010 Oregon Citizens' Initiative Review, by John Gastil\"")""}","{""(https://s3.amazonaws.com/participedia.prod/0514d920-8306-49e6-91ef-f646a3d83fb3_14258252_1101827056578703_1313095391230385264_o.jpg,https://www.facebook.com/healthydemocracy/photos/a.331240366970713/1101827056578703/?type=3&theater,\""Healthy Democracy\"",\""Massachusetts CIR\"")"",""(https://s3.amazonaws.com/participedia.prod/4b148f49-4449-44d2-8a6b-45db57dfc1b0_FireShotCapture140--https___healthydemocracy.org_wp-content_uploads_CIR-Two-Pager.pdf.png,https://goo.gl/4UiPTB,\""Healthy Democracy \"",\""CIR: How It Works\"")""}","{""(https://youtu.be/skbui-v-Yb0?list=PLkdSlxB2bINyPbtJSMEq2ptOHnDJNcs6J,\""\"",\""\""\""What is CIR and why we are bringing it to Massachusetts\""\""\"")""}","{}",NULL,NULL,NULL,NULL,False,NULL,"citizens-initiative-review","stratified","polarized","{}","facetoface","{deliberative,experiential}","consult","limited","{small}","{regional}","{discussion,ask,teachinginstructing}","{general}","{}","yes","high","{develop,make_influence,make}","complete","{}"
4451,"method","en","2016-06-25 00:00:00",True,"2021-07-13 00:00:00","","","","","","","","{}",False,False,"{}","{""(\"" http://www.crickcentre.org/wp-content/uploads/2014/08/AHRC_Cultural_Value.pdf\"",\""Matthew Flinders and Malaika Cunningham\"",\""Participatory Arts and Political Engagement\"")"",""(http://www.ovalhouse.com/participation/publication/participatory_arts_with_young_refugees,\""\"",\""Oval House - Participatory Arts with Young Refugees\"")"",""(https://baringfoundation.org.uk/wp-content/uploads/2014/10/ArtsandRefugees.pdf,\""\"",\""Baring Foundation - Arts and Refugees: History, Impact and Future (Arts Council England)\"")""}","{""(https://s3.amazonaws.com/participedia.prod/f20bf7a9-3069-4e0a-a25e-4b1d150077fb_11a.jpg,https://goo.gl/V5twyP,\""Naomi Kendrick \"",\""\""\""Drawn to the Beat\""\"" \"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"participatory-arts","","moderate","{}","facetoface","{participatory,collaborative,community}","","open_to","{}","{city/town,neighbourhood,regional}","{acting,discussion,storytelling}","{idea}","{}","no","","{develop,deliver}","complete","{}"
12886,"method","en",NULL,False,"2023-10-29 02:56:21.294","","","","","","","","{}",False,False,"{}","{}","{}","{}","{}",NULL,NULL,"",NULL,False,NULL,NULL,"","","{}","both","{community,experiential}","","","{}","{}","{}","{}","{}","","","{}","stub","{6497}"
794,"method","en","2013-03-07 00:00:00",True,"2020-11-29 00:00:00","","","","","","","","{}",False,False,"{}","{""(http://depts.washington.edu/labhist/encyclopedia/,\""\"",\""Civil Rights and Labor History Consortium, University of Washington - Strikes/Labour History Encyclopedia\"")"",""(https://en.wikipedia.org/wiki/Strike_action,\""\"",\""Wikipedia - Strike Action\"")""}","{""(https://s3.amazonaws.com/participedia.prod/8506f36b-0ebf-4897-8fdf-2b877666e3ba_strike-glasgow.jpg,http://tinyurl.com/y5huq52s,\""\"",\""Strike in Glasgow\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"strike","","","{}","facetoface","{protest}","","open","{no_limit}","{organization,city/town}","{negotiation,express}","{n/a}","{}","no","low","{make,make_influence}","stub","{}"
13170,"method","nl","2024-03-13 08:26:27.046487",True,"2024-03-13 08:26:27.046487","","","","","","","","{}",False,False,"{}","{""(http://maptalk.io,MapGear,\""MapTalk website\"")""}","{""(https://s3.amazonaws.com/participedia.prod/f86350ce-442c-4769-b968-28ea88b4a31a.png,\""\"",\""\"",\""maptalk logo.png\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,NULL,"","","{}","online","{collaborative,deliberative,community}","","","{}","{}","{}","{}","{}","","","{}",NULL,"{}"
7708,"method","en","2021-10-10 00:00:00",True,"2022-07-15 14:26:55.408982","","","","","","","","{}",False,False,"{}","{}","{""(https://s3.amazonaws.com/participedia.prod/886d070f-2996-4b0d-9c47-071e15768104,\""\"",\""\"",voucher2.0.jpg)""}","{}","{}",NULL,NULL,"",NULL,False,NULL,"seattle-democracy-vouchers-program","","high","{}","both","{}","involve","open_to","{}","{}","{}","{}","{}","no","very_high","{}","","{}"
4933,"method","en","2017-06-06 00:00:00",True,"2020-12-30 00:00:00","","","","","","","","{}",False,False,"{}","{""(http://moj.gov.jm/sites/default/files/rj/UNDERSTANDING%20RESTORATIVE%20JUSTICE.pdf,\""\"",\""Understanding Restorative Justice as a Concept of Justice\"")"",""(http://www.d.umn.edu/~jmaahs/Correctional%20Assessment/rj%20brief.pdf,\""\"",\""Centre for Justice and Reconciliation at Prison Fellowship International: What Is Restorative Justice?\"")""}","{""(https://s3.amazonaws.com/participedia.prod/0b388f14-7cd4-4c1b-86ca-3be9e3b7225f,https://geiselmed.dartmouth.edu/news/wp-content/uploads/sites/2/2019/12/RestorativeJustice_ftimage.jpg,\""\"",\""Restorative Justice\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"restorative-justice","","","{}","facetoface","{collaborative}","","open","{}","{neighbourhood,city/town}","{discussion,storytelling}","{general}","{}","no","","{develop}","stub","{}"
13224,"method","en","2024-04-05 03:17:06.571002",False,"2024-04-05 03:17:06.571002","","","","","","","","{}",False,False,"{}","{}","{}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,NULL,"appointment","low","{}","both","{community,collaborative,longterm}","inform","both","{}","{}","{ask}","{general,idea,voting}","{}","yes","very_high","{}",NULL,"{}"
6886,"method","it","2020-08-27 00:00:00",True,"2021-01-24 00:00:00","","","","","","","","{}",False,False,"{}","{""(http://www.planningforreal.org.uk/,\""Planning for Real® , Accord\"",\""Sito di Planning for real UK\"")""}","{""(https://s3.amazonaws.com/participedia.prod/b4afb7c8-410d-47d8-b29d-258e434b7e37,http://www.planningforreal.org.uk/wp-content/uploads/Pershore-Town-Training-day-with-banner-764x573.jpg,\""PFR, Accord UK\"",\""Pershore Town Training day with banner\"")"",""(https://s3.amazonaws.com/participedia.prod/f433dcb1-2429-42d0-b6aa-6634bee6d1d6,http://www.planningforreal.org.uk/wp-content/uploads/QR-new-image-of-model-764x509.jpg,\""PFR, Accord UK\"",\""QR new image of model\"")"",""(https://s3.amazonaws.com/participedia.prod/fe54aa37-a3a7-435d-b61b-eaad817e0ff8,http://www.planningforreal.org.uk/wp-content/uploads/P1000003-small.jpg,\""PFR, Accord UK\"",PFR)""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,NULL,"","moderate","{}","facetoface","{community}","collaborate","open","{no_limit}","{neighbourhood,city/town}","{informal,discussion,negotiation}","{idea,voting}","{preferential}","yes","moderate","{develop,make}","partial_content","{}"
