id,type,post_date,updated_date,location_name,city,province,country,country_best,city_best,approaches,method_types,tools_techniques_types,specific_methods_tools_techniques,primary_org_id,missing_org,missing_methods,missing_country
1251,case,2013-08-14 04:19:54,2019-11-05 08:05:39.42222,,Dublin,,Ireland,Ireland,Dublin,"{consultation,citizenship}","{deliberative,research}","{facilitate,inform,propose}","{4258,565,560,167}",,1,0,0
1077,case,2013-06-10 00:00:00,2017-10-17 00:00:00,,,,Colombia,Colombia,Unknown,{},{},{},{},,1,1,0
12931,case,2023-11-30 14:54:42.703173,2023-11-30 14:54:42.703173,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
8123,case,2022-03-31 00:00:00,2022-04-16 03:33:49.605783,,Bella Bella,British Columbia,Canada,Canada,Bella Bella,{protest},{protest},{},{},,1,1,0
62,case,2010-11-30 00:00:00,2020-06-21 00:00:00,Laugardalshöll,Reykjavík,,Iceland,Iceland,Reykjavík,"{cogovernance,consultation}","{deliberative,planning}","{facilitate,propose,collect}","{4258,4939,560}",,1,0,0
6662,case,2020-06-24 00:00:00,2020-07-27 00:00:00,,,State of Ceará,Brazil,Brazil,Unknown,"{coproduction_form,leadership,advocacy}","{collaborative,community,deliberative}","{facilitate,manage}","{4934,5149,560}",,1,0,0
47,case,2010-06-04 03:23:35,2017-06-03 09:06:02,"San Francisco, CA",,,United States,United States,"San Francisco, CA",{},{},{},{},,1,1,0
4674,case,2016-11-28 01:22:58,2019-03-10 21:11:20.893295,MEDIALAB PRADO,Madri,,Spain,Spain,Madri,{},{},{},{},,1,1,0
6331,case,2019-12-12 19:21:57.692381,2020-02-28 21:10:10.064891,,Ottawa,Ontario,Canada,Canada,Ottawa,{},{},{},{},,1,1,0
6596,case,2020-06-19 00:00:00,2020-07-27 00:00:00,,Preston,England,United Kingdom,United Kingdom,Preston,"{coproduction_form,social,civil}","{collaborative,community}",{manage},{4934},,1,0,0
974,case,2013-05-23 00:00:00,2019-07-04 16:06:39.692466,,,,United States,United States,Unknown,{},{},{},{},,1,1,0
8122,case,2022-03-31 08:57:28.277852,2022-04-01 08:19:20.386182,,San Francisco,California,United States,United States,San Francisco,{},{},{},{},,1,1,0
7229,case,2021-01-10 00:00:00,2021-01-15 00:00:00,,Jalisco del Refugio,Jalisco,Mexico,Mexico,Jalisco del Refugio,{consultation},{},{propose},{733},,1,0,0
7074,case,2020-09-29 00:00:00,2020-11-03 00:00:00,,Lengerich,North Rhine-Westphalia,Germany,Germany,Lengerich,{consultation},{deliberative},"{facilitate,recruit,plan}","{560,160,154}",,1,0,0
4144,case,2014-09-26 00:00:00,2021-07-30 00:00:00,,,,Greece,Greece,Unknown,{cogovernance},"{deliberative,evaluation}","{facilitate,collect}",{4232},,1,0,0
5525,case,2018-11-28 00:00:00,2020-07-27 00:00:00,,,,Tanzania,Tanzania,Unknown,"{coproduction_form,evaluation}","{community,collaborative}",{},{5642},,1,0,0
5529,case,2018-11-28 00:00:00,2020-07-27 00:00:00,,,,India,India,Unknown,"{coproduction_form,civil,social}","{community,collaborative}",{manage},{},,1,1,0
5523,case,2018-11-28 00:00:00,2020-07-27 00:00:00,,,,India,India,Unknown,"{advocacy,informal_engagement,social}",{community},{},{},,1,1,0
597,case,2012-06-06 00:00:00,2020-08-04 00:00:00,Salem Conference Center,Salem,Oregon,United States,United States,Salem,"{consultation,research}",{},{},{},,1,1,0
738,case,2012-12-05 00:00:00,2020-12-28 00:00:00,,,New Mexico,United States,United States,Unknown,{consultation},{deliberative},"{facilitate,inform,propose}","{727,566,560}",,1,0,0
7226,case,2021-01-08 00:00:00,2021-01-15 00:00:00,,,,Uruguay,Uruguay,Unknown,{consultation},"{planning,deliberative}","{facilitate,plan}","{4328,560}",,1,0,0
54,case,2010-07-23 00:00:00,2020-08-04 00:00:00,,Edmonton,Alberta,Canada,Canada,Edmonton,{consultation},{deliberative},"{inform,collect,propose}","{635,4939}",,1,0,0
4515,case,2016-07-27 08:46:50,2019-08-12 09:39:40.36893,,Perth,Western Australia,Australia,Australia,Perth,{consultation},{deliberative},"{facilitate,propose}","{4590,4632,4582,566}",4456.0,0,0,0
1400,case,2013-10-08 00:00:00,2021-03-20 00:00:00,,Dunblane,Stirlingshire,United Kingdom,United Kingdom,Dunblane,{},{},{},{},,1,1,0
13370,case,2024-08-17 16:38:07.260668,2024-08-17 16:38:07.260668,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
1120,case,2013-06-26 00:00:00,2019-12-30 00:00:00,,Toronto,,Canada,Canada,Toronto,"{citizenship,consultation}","{public,planning}","{manage,collect}","{146,5057}",,1,0,0
4350,case,2016-04-27 20:45:23,2018-11-21 23:36:35.137912,"Riverlands, Adelaide Hills, West Coast, Mid North, Barossa and the Lower North, Limestone Coast, Port Augusta, Northern Flinders Ranges",,South Australia,Australia,Australia,"Riverlands, Adelaide Hills, West Coast, Mid North, Barossa and the Lower North, Limestone Coast, Port Augusta, Northern Flinders Ranges",{},{},{},{},,1,1,0
4512,case,2016-07-25 00:00:00,2019-06-13 08:37:52.854058,Pakistan,,,Pakistan,Pakistan,Pakistan,"{social,protest,civil}","{protest,community,informal}",{inform},"{4328,5083,4939,4426,4601}",,1,0,0
1386,case,2013-10-07 09:03:41,2019-04-05 15:07:19.312897,,Bristol,Bristol,United Kingdom,United Kingdom,Bristol,{},{},{},{},,1,1,0
13372,case,2024-08-17 16:38:07.410153,2024-08-17 16:38:07.410153,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
13373,case,2024-08-17 16:38:07.41706,2024-08-17 16:38:07.41706,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
4252,case,2015-06-27 06:08:27,2019-04-03 09:35:33.01381,Bagé,Bagé,Rio Grande do Sul,Brazil,Brazil,Bagé,{},{},{},{},,1,1,0
1197,case,2013-07-24 00:34:43,2019-02-02 04:26:39.913861,Cae Ddol Park,Ruthin,Denbighshire,United Kingdom,United Kingdom,Ruthin,{},{},{},{},,1,1,0
1223,case,2013-07-26 13:24:18,2019-04-04 23:21:41.262283,Claremont and Weastle,Salford,Lancashire,United Kingdom,United Kingdom,Salford,{},{},{},{},,1,1,0
13374,case,2024-08-17 16:38:07.545021,2024-08-17 16:38:07.545021,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
5667,case,2019-03-27 00:00:00,2020-06-15 00:00:00,"Wales, UK",,,United Kingdom,United Kingdom,"Wales, UK","{consultation,research}",{deliberative},"{facilitate,collect,propose}","{529,4796,560,565,4777}",,1,0,0
5293,case,2018-06-05 00:00:00,2020-06-13 00:00:00,,Vancouver,British Columbia,Canada,Canada,Vancouver,"{social,citizenship,research}","{participatory,community,research}","{facilitate,plan}","{4451,4349,6045,4620,179}",6027.0,0,0,0
6884,case,2020-08-27 00:00:00,2020-08-28 00:00:00,,Carapelle,Puglia,Italia,Italia,Carapelle,{cogovernance},{planning},{plan},{4777},,1,0,0
5686,case,2019-03-27 00:00:00,2020-06-13 00:00:00,UK,,,United Kingdom,United Kingdom,UK,"{evaluation,research}","{evaluation,research}","{plan,propose}",{},220.0,0,1,0
6956,case,2020-09-12 00:00:00,2020-09-13 00:00:00,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
13165,case,,2024-03-07 10:04:37.692,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
4900,case,2017-04-25 06:11:28,2019-03-06 17:01:05.118052,Longbiao District,Wenling,Zhejiang,China,China,Wenling,{},{},{},{},,1,1,0
849,case,2013-04-10 12:57:16,2019-04-06 17:21:55.568156,Ministerio da saude,Brasilia,Distrito Federal,Brazil,Brazil,Brasilia,{},{},{},{},,1,1,0
6336,case,2019-12-16 21:24:40.191502,2020-02-28 21:07:36.274627,,Ottawa,Ontario,Canada,Canada,Ottawa,{},{},{},{},,1,1,0
12108,case,2022-11-22 16:48:05.25224,2022-11-22 16:48:05.25224,,Liverpool,England,United Kingdom,United Kingdom,Liverpool,{},{},{},{},,1,1,0
4488,case,2016-07-18 16:02:57,2017-09-16 14:06:04,Punjab and Khyber-Pakhtunkhwa,,,Pakistan,Pakistan,Punjab and Khyber-Pakhtunkhwa,{},{},{},{},,1,1,0
121,case,2011-07-13 10:15:35,2017-06-13 17:34:35,,Zola Predosa,Bologna,Italy,Italy,Zola Predosa,{},{},{},{},,1,1,0
13167,case,2024-03-07 12:54:28.601727,2024-03-07 12:54:28.601727,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
6026,case,2019-08-15 00:00:00,2019-08-15 18:11:58.465402,,Vancouver,British Columbia,Canada,Canada,Vancouver,{},{},{},{},,1,1,0
5440,case,2018-09-22 19:24:49.4555,2019-03-09 16:36:22.840392,"Winnipeg, MB, Canada",Winnipeg,,Canada,Canada,Winnipeg,{consultation},{},{},{},,1,1,0
6550,case,2020-05-15 00:00:00,2020-05-15 00:00:00,,,,France,France,Unknown,"{cogovernance,direct}","{deliberative,direct}","{facilitate,propose,recruit}","{4258,5507,560}",,1,0,0
6033,case,2019-08-22 00:00:00,2019-08-22 00:00:00,,,,Sri Lanka,Sri Lanka,Unknown,{},{},{},{},,1,1,0
1233,case,2013-07-29 13:31:03,2019-01-08 01:05:05.618182,,,,South Korea,South Korea,Unknown,{},{},{},{},,1,1,0
6053,case,2019-09-05 00:00:00,2020-08-23 00:00:00,,,,Brazil,Brazil,Unknown,"{citizenship,consultation,research}","{collaborative,evaluation}","{collect,inform,legislation}","{733,4883,4328,6054}",1018.0,0,0,0
12306,case,,2023-02-16 03:36:43.219,,Burgess Hill,England,United Kingdom,United Kingdom,Burgess Hill,{},{},{},{},,1,1,0
6973,case,2020-09-15 00:00:00,2020-09-15 00:00:00,,Faridabad,Haryana,India,India,Faridabad,{},{},{},{},,1,1,0
8004,case,2022-01-02 00:00:00,2022-05-04 15:32:54.228839,,,,Nepal,Nepal,Unknown,"{coproduction,civil,independent}","{experiential,community}",{manage},{},,1,1,0
4543,case,2016-08-15 01:10:55,2019-08-12 09:22:13.883449,,Northam,Western Australia,Australia,Australia,Northam,{consultation},{deliberative},"{facilitate,facilitate_decisionmaking}","{4537,5311,566}",4456.0,0,0,0
6591,case,2020-06-10 00:00:00,2020-06-10 00:00:00,,,British Columbia,Canada,Canada,Unknown,{},{},{},{},,1,1,0
8006,case,2022-01-07 22:32:29.984897,2022-03-30 21:12:19.476086,,Auckland,Auckland,New Zealand,New Zealand,Auckland,{},{},{},{},,1,1,0
6773,case,2020-07-27 00:00:00,2020-07-27 00:00:00,,,,Brazil,Brazil,Unknown,"{coproduction,social}","{internal,community}",{manage},{5149},,1,0,0
8009,case,2022-01-12 14:21:18.074346,2022-03-30 21:11:30.780664,,Mostar,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herzegovina,Mostar,{},{},{},{},,1,1,0
12980,case,2023-12-12 21:57:26.889996,2023-12-12 21:57:26.889996,,Mexico City,Mexico City,Mexico,Mexico,Mexico City,{},{},{},{},,1,1,0
6590,case,2020-06-10 00:00:00,2020-07-30 00:00:00,,Minneapolis,Minnesota,United States,United States,Minneapolis,"{protest,social}",{protest},{},"{4426,4939}",,1,0,0
13157,case,2024-03-04 21:38:28.947,2024-03-04 21:38:28.947,,Little Rock,Arkansas,United States,United States,Little Rock,"{advocacy,protest,social}",{protest},{plan},{},,1,1,0
5723,case,2019-03-29 00:00:00,2020-11-14 00:00:00,UK,,,United Kingdom,United Kingdom,UK,"{consultation,civil}","{deliberative,experiential,planning}","{facilitate,propose,inform}","{566,4328,733}",,1,0,0
8003,case,2022-01-02 00:00:00,2022-10-12 18:19:01.932155,,Little Rock,Arkansas,United States,United States,Little Rock,"{coproduction_form,citizenship}",{collaborative},{recruit},{},,1,1,0
12110,case,2022-11-22 17:28:08.869452,2022-11-22 17:28:08.869452,,,,,Unknown,Unknown,{citizenship},{research},{},{},,1,1,1
6971,case,2020-09-12 00:00:00,2020-10-24 00:00:00,,,,Denmark,Denmark,Unknown,{consultation},{deliberative},"{facilitate,collect,propose}","{560,154,163,565}",4851.0,0,0,0
12111,case,2022-11-22 17:28:27.151981,2022-11-22 17:28:27.151981,,Liverpool,England,United Kingdom,United Kingdom,Liverpool,"{research,coproduction_form,coproduction}","{deliberative,experiential}","{recruit,collect,propose}",{},,1,1,0
8002,case,2022-01-02 00:00:00,2022-05-04 15:37:31.402083,,Batesville,Arkansas,United States,United States,Batesville,"{citizenship,advocacy}",{community},{recruit},{},,1,1,0
6571,case,2020-06-01 00:00:00,2020-06-01 00:00:00,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
2453,case,2014-04-06 06:37:10,2017-06-14 17:24:47,,Reykjavik,,Iceland,Iceland,Reykjavik,{},{},{},{},,1,1,0
426,case,2011-12-20 00:00:00,2016-05-25 00:00:00,,Atibaia,São Paulo,Brazil,Brazil,Atibaia,{},{},{},{},,1,1,0
2360,case,2014-03-28 12:43:36,2017-10-02 13:00:03,Tillamook Bay,,Oregon,United States,United States,Tillamook Bay,{},{},{},{},,1,1,0
446,case,2011-12-26 15:10:02,2017-06-20 08:01:58,,San Antonio,,Chile,Chile,San Antonio,{},{},{},{},,1,1,0
6572,case,2020-06-01 00:00:00,2020-06-05 00:00:00,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
99,case,2011-06-13 12:18:08,2016-05-29 08:48:19,,Rosario,,Argentina,Argentina,Rosario,{},{},{},{},,1,1,0
511,case,2012-01-24 00:00:00,2021-06-21 00:00:00,Montevideo,Montevideo,Montevideo Department,Uruguay,Uruguay,Montevideo,{},{},{},{},,1,1,0
6737,case,2020-07-15 23:39:18.686,2020-07-15 00:00:00,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
7998,case,2022-01-02 00:00:00,2022-05-04 15:50:26.872335,,,Mississippi,United States,United States,Unknown,{direct},{direct},{legislation},{},,1,1,0
7997,case,2022-01-02 00:00:00,2022-05-04 15:51:36.391316,,Russellville,Arkansas,United States,United States,Russellville,"{cogovernance,advocacy}","{community,public_meetings}","{recruit,propose,inform}",{},,1,1,0
6984,case,2020-09-19 00:00:00,2020-09-29 00:00:00,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
5015,case,2017-08-22 00:00:00,2020-07-29 00:00:00,"Montreal, QC, Canada",Montreal,,Canada,Canada,Montreal,{},{},{},{},,1,1,0
117,case,2011-07-10 15:13:53,2017-06-12 09:12:57,,Washington,District Of Columbia,United States,United States,Washington,{},{},{},{},,1,1,0
6795,case,2020-08-02 00:00:00,2021-02-06 00:00:00,,Bergamo,Lombardia,Italia,Italia,Bergamo,{cogovernance},"{planning,community}","{collect,plan,propose}","{4777,5098}",,1,0,0
4280,case,2015-10-19 15:30:36,2019-06-19 09:31:08.854476,,Pune,Maharashtra,India,India,Pune,{},{},{},{},,1,1,0
7166,case,2020-11-25 00:00:00,2020-12-05 00:00:00,,,,Canada,Canada,Unknown,{},{deliberative},{},{},,1,1,0
12993,case,,2023-12-26 14:15:42.487,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
5703,case,2019-03-29 00:00:00,2020-06-15 00:00:00,UK,,,United Kingdom,United Kingdom,UK,"{civil,leadership}","{informal,participantled}",{inform},{},,1,1,0
6603,case,2020-06-21 00:00:00,2020-06-21 00:00:00,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
13225,case,2024-04-05 03:33:58.180288,2024-04-05 03:33:58.180288,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
6605,case,2020-06-21 00:00:00,2020-06-21 00:00:00,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
6608,case,2020-06-21 00:00:00,2020-06-21 00:00:00,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
4899,case,2017-04-25 05:22:51,2018-07-06 10:56:33.659307,Guangming Village,Huizhou,Guangdong,China,China,Huizhou,{cogovernance},{},{},{},,1,1,0
6610,case,2020-06-21 00:00:00,2020-06-21 00:00:00,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
12036,case,2022-11-08 20:24:46.300568,2022-11-08 20:24:46.300568,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
7101,case,2020-10-04 00:00:00,2020-11-13 00:00:00,,,Basque Country,Spain,Spain,Unknown,{consultation},{deliberative},"{facilitate,recruit,propose}","{560,155}",,1,0,0
2370,case,2014-03-30 14:46:44,2019-04-04 21:18:37.41159,Las Brisas,Mexico City,Nuevo Leon,Mexico,Mexico,Mexico City,{},{},{},{},,1,1,0
487,case,2012-01-11 15:41:52,2017-06-20 14:02:31,,Philadelphia,Pennsylvania,United States,United States,Philadelphia,{},{},{},{},,1,1,0
4617,case,2016-10-04 00:00:00,2020-08-04 00:00:00,,Ottawa,Ontario,Canada,Canada,Ottawa,{consultation},{deliberative},"{facilitate,propose,recruit}","{635,560,5098,566}",213.0,0,0,0
6755,case,2020-07-21 00:00:00,2020-07-21 00:00:00,,Russellville,Arkansas,United States,United States,Russellville,{},{},{},{},,1,1,0
4594,case,2016-10-03 00:00:00,2020-08-04 00:00:00,,Toronto,Ontario,Canada,Canada,Toronto,{consultation},"{deliberative,planning}","{facilitate,recruit,plan}","{154,635,560}",1145.0,0,0,0
769,case,2013-01-21 00:00:00,2020-08-04 00:00:00,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
6840,case,2020-08-14 00:00:00,2021-03-10 00:00:00,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
4667,case,2016-11-24 08:23:55,2019-03-10 21:31:36.452838,Teatro del Barrio,Madrid,,Spain,Spain,Madrid,{},{},{},{},,1,1,0
13046,case,2024-01-11 13:47:22.459397,2024-01-11 15:39:27.284302,,Bruxelles,Bruxelles,Belgique,Belgique,Bruxelles,{cogovernance},{deliberative},"{facilitate_decisionmaking,facilitate,collect}",{},,1,1,0
5934,case,2019-07-06 00:00:00,2020-08-04 00:00:00,,,Victoria,Australia,Australia,Unknown,{consultation},{deliberative},"{facilitate,recruit,facilitate_decisionmaking}",{155},,1,0,0
13055,case,,2024-01-15 19:40:06.601,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
6680,case,2020-07-04 00:00:00,2020-08-03 00:00:00,,Blackpool,England,United Kingdom,United Kingdom,Blackpool,{consultation},{deliberative},"{facilitate,recruit,propose}","{155,560}",6309.0,0,0,0
689,case,2012-11-12 00:00:00,2020-08-04 00:00:00,Salem Conference Center,Salem,Oregon,United States,United States,Salem,"{consultation,research}",{},{},{},,1,1,0
4240,case,2015-06-09 07:00:48,2016-05-25 08:47:08,,Vallejo,California,United States,United States,Vallejo,{},{},{},{},,1,1,0
935,case,2013-05-08 02:16:17,2017-06-21 12:09:38,,Philadelphia,Pennsylvania,United States,United States,Philadelphia,{},{},{},{},,1,1,0
4346,case,2016-04-24 11:38:43,2018-11-17 00:35:15.720423,,Jaipur,Rajasthan,India,India,Jaipur,{},{},{},{},,1,1,0
12052,case,2022-11-09 16:57:30.873371,2022-11-09 16:57:30.873371,,,Taipei City,Taiwan,Taiwan,Unknown,"{research,leadership,direct}","{community,public_meetings,research}","{collect,recruit,propose}",{},318.0,0,1,0
4364,case,2016-05-04 00:00:00,2020-08-04 00:00:00,Adelaide Town Hall,Adelaide,South Australia,Australia,Australia,Adelaide,{consultation},{deliberative},"{facilitate,facilitate_decisionmaking}","{155,5507}",,1,0,0
2841,case,2014-05-02 11:30:38,2019-04-24 21:29:41.364012,,Haarlem,,Netherlands,Netherlands,Haarlem,{},{},{},{},,1,1,0
5990,case,2019-08-05 00:00:00,2020-08-04 00:00:00,,Lethbridge,Alberta,Canada,Canada,Lethbridge,{consultation},{deliberative},{facilitate},{4258},213.0,0,0,0
4677,case,2016-11-28 00:00:00,2020-11-19 00:00:00,MediaLab Prado,Madrid,Community of Madrid,Spain,Spain,Madrid,{},{},{},{},,1,1,0
4362,case,2016-05-04 04:59:28,2018-11-23 03:13:46.021019,Scotland,Edinburgh,,United Kingdom,United Kingdom,Edinburgh,{},{},{},{},,1,1,0
6933,case,2020-09-08 00:00:00,2021-01-15 00:00:00,,,,Argentinien,Argentinien,Unknown,{evaluation},{evaluation},{},{},,1,1,0
460,case,2011-12-30 19:10:53,2017-06-20 08:41:35,,Barcelona,Barcelona,Spain,Spain,Barcelona,{},{},{},{},,1,1,0
6812,case,2020-08-05 00:00:00,2020-08-12 00:00:00,,Grenoble,Auvergne-Rhône-Alpes,France,France,Grenoble,{consultation},"{deliberative,public_meetings}","{facilitate,recruit,propose}","{560,5179}",6808.0,0,0,0
6912,case,2020-09-03 12:13:20.53689,2020-09-04 10:37:24.848485,,Bari,Puglia,Italia,Italia,Bari,"{civil,cogovernance,informal_engagement}","{community,informal}","{collect,facilitate}",{4777},6868.0,0,0,0
6030,case,2019-08-15 00:00:00,2020-11-16 00:00:00,,,England,United Kingdom,United Kingdom,Unknown,{},{deliberative},"{facilitate,recruit,collect}","{4258,733,5507,154}",,1,0,0
5527,case,2018-11-28 16:45:49.090268,2019-04-13 23:29:11.957283,Guatemala,Guatemala City,,Guatemala,Guatemala,Guatemala City,"{research,evaluation}",{},{},{},,1,1,0
6894,case,2020-08-29 00:00:00,2020-09-03 00:00:00,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
12502,case,2023-05-09 18:59:47.993,2023-05-09 18:59:47.993,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
6810,case,2020-08-05 00:00:00,2020-08-12 00:00:00,,,Pays de la Loire,France,France,Unknown,{consultation},{deliberative},"{facilitate,recruit}","{560,5179}",6808.0,0,0,0
2697,case,2014-04-23 14:03:17,2017-06-04 14:46:03,,San Mateo,California,United States,United States,San Mateo,{},{},{},{},,1,1,0
4542,case,2016-08-14 17:49:33,2018-12-10 17:46:36.133325,,Perth,Western Australia,Australia,Australia,Perth,{consultation},{},{},{},,1,1,0
6813,case,2020-08-05 00:00:00,2020-08-12 00:00:00,,,Bourgogne-Franche-Comté,France,France,Unknown,{consultation},{deliberative},"{facilitate,recruit}",{560},6808.0,0,0,0
6815,case,2020-08-05 00:00:00,2021-03-28 00:00:00,,,Auvergne-Rhône-Alpes,France,France,Unknown,{consultation},{deliberative},"{facilitate,propose}","{560,5179}",6808.0,0,0,0
4469,case,2016-07-05 00:00:00,2020-06-16 00:00:00,National Gallery of Victoria,Melbourne,Victoria,Australia,Australia,Melbourne,{consultation},"{participatory,informal}",{collect},"{4451,565}",,1,0,0
139,case,2011-10-30 20:02:44,2017-06-16 08:05:13,,Reggio Emilia,,Italy,Italy,Reggio Emilia,{},{},{},{},,1,1,0
8117,case,2022-03-28 01:37:00.208604,2022-05-01 16:40:30.513619,,Montreal,Quebec,Canada,Canada,Montreal,{consultation},{},{},{},1586.0,0,1,0
8116,case,2022-03-26 00:00:00,2022-09-19 15:39:26.945759,,,,South Africa,South Africa,Unknown,"{social,research,evaluation}","{community,public_meetings}","{facilitate,inform,recruit}",{},,1,1,0
8115,case,2022-03-25 00:00:00,2022-05-12 17:48:28.619934,,,,New Zealand,New Zealand,Unknown,"{advocacy,social}",{protest},{},{},,1,1,0
5074,case,2017-09-27 00:00:00,2021-01-17 00:00:00,Allensbach,Allensbach,Baden-Württemberg,Germany,Germany,Allensbach,{consultation},{deliberative},"{facilitate,propose}",{560},5068.0,0,0,0
8114,case,2022-03-25 00:00:00,2022-05-12 17:45:55.580109,,Memphis,Tennessee,United States,United States,Memphis,"{protest,social,consultation}","{protest,community}",{},{},,1,1,0
4887,case,2023-05-04 19:25:34.134535,2023-05-03 13:33:00.816,,,,,Unknown,Unknown,{},{},{},{},5639.0,0,1,1
557,case,2012-04-06 05:37:31,2017-06-22 14:43:06,,Casamassima,Bari,Italy,Italy,Casamassima,{},{},{},{},,1,1,0
5377,case,2018-07-03 00:00:00,2019-07-03 23:35:35.570274,,,,,Unknown,Unknown,"{protest,social,independent}",{},{},{},,1,1,1
8113,case,2022-03-25 00:00:00,2022-05-12 17:51:43.60475,,Dodge City,Kansas,United States,United States,Dodge City,"{citizenship,advocacy,social}",{collaborative},{inform},{},,1,1,0
12500,case,2023-05-09 21:05:13.681,2023-05-09 21:05:13.681,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
6936,case,2020-09-09 00:00:00,2020-10-21 00:00:00,,Passau,Bavaria,Germany,Germany,Passau,{},"{deliberative,public_meetings}","{facilitate,recruit,propose}","{560,4700,5082}",756.0,0,0,0
12494,case,2023-05-02 08:19:20.117255,2023-05-02 08:19:20.117255,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
8112,case,2022-03-25 00:00:00,2022-05-12 16:36:00.050669,,Arlington,Texas,United States,United States,Arlington,{protest},{community},{inform},{},,1,1,0
452,case,2011-12-28 09:21:12,2019-04-08 15:07:31.720194,,,,South Africa,South Africa,Unknown,{},{},{},{},,1,1,0
1107,case,2013-06-24 11:18:53,2019-04-06 16:32:27.115192,,,,Australia,Australia,Unknown,{},{},{},{},,1,1,0
8111,case,2022-03-25 00:00:00,2022-05-12 17:50:53.619493,,,Arkansas,United States,United States,Unknown,{advocacy},{community},{propose},{},6220.0,0,1,0
5504,case,2018-10-27 00:00:00,2019-11-07 00:00:00,"Edinburgh, United Kingdom",Edinburgh,,United Kingdom,United Kingdom,Edinburgh,"{citizenship,advocacy}","{deliberative,public_meetings}","{recruit,inform,propose}",{155},,1,0,0
4886,case,2017-04-18 00:00:00,2019-05-28 00:03:03.481126,"Comuni di Foligno, Trevi e Sellano",Foligno,,Italy,Italy,Foligno,{},"{participantled,deliberative}","{plan,facilitate_decisionmaking}","{2840,4849,4795,5098}",,1,0,0
5031,case,2017-08-23 00:00:00,2020-06-05 00:00:00,,,,United States,United States,Unknown,"{protest,social,advocacy}",{},{},{},,1,1,0
8110,case,2022-03-25 00:00:00,2022-05-12 17:50:20.963728,,Long Beach,California,United States,United States,Long Beach,{advocacy},"{public,community}",{legislation},{},,1,1,0
4971,case,2017-07-20 13:15:30,2018-08-24 22:35:05.726637,Khyber Pakhtunkhwa,,North-West Frontier Province,Pakistan,Pakistan,Khyber Pakhtunkhwa,{},{},{},{},,1,1,0
13246,case,2024-05-01 03:53:50.971699,2024-05-01 03:53:50.971699,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
7033,case,2020-09-27 00:00:00,2020-11-02 00:00:00,,Berlin,Berlin,Germany,Germany,Berlin,{consultation},"{deliberative,planning}","{facilitate,recruit}","{560,160,154}",,1,0,0
8109,case,2022-03-25 00:00:00,2022-05-12 17:47:32.167545,,,,Tanzania,Tanzania,Unknown,{advocacy},{community},{collect},{},,1,1,0
12191,case,2023-01-17 15:15:31.729768,2023-01-17 15:15:31.729768,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
7176,case,2020-12-09 00:00:00,2021-01-22 00:00:00,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
5126,case,2017-11-11 12:14:24,2019-12-02 12:29:19.466014,Águeda,Águeda,,Portugal,Portugal,Águeda,{},{},{},{},,1,1,0
8007,case,2022-01-10 10:22:54.446295,2022-04-25 15:08:21.927739,,Copenhagen,,Denmark,Denmark,Copenhagen,{},{},{},{},,1,1,0
12459,case,2023-04-24 14:24:11.362,2023-04-24 14:24:11.362,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
8102,case,2022-03-22 11:19:26.839029,2022-03-22 11:19:27.023672,,Marcoussis,Île-de-France,France,France,Marcoussis,{},{},{},{},,1,1,0
12465,case,2023-04-26 00:57:02.670205,2023-04-26 00:57:02.670205,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
6932,case,2020-09-08 00:00:00,2020-10-04 00:00:00,,,,,Unknown,Unknown,{independent},"{evaluation,collaborative}",{inform},{4322},,1,0,1
6308,case,2019-11-15 00:00:00,2020-11-20 00:00:00,,Leeds,England,United Kingdom,United Kingdom,Leeds,{consultation},{deliberative},"{facilitate,recruit,propose}","{155,5507,560,566}",1617.0,0,0,0
